"id","eixo","subeixo","modalidade","fonte","subfonte","ano_selecao","uf","municipio","regiao","codigo","grupo_modalidade","vlr_portaria_ogu","vlr_portaria_fin","vlr_portaria_total","status_selecao","tipo_financiamento","origem_dado","num_portaria","link_portaria"
S-2617,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2025,BA,ITABUNA,Nordeste,carta consulta 042/2025,Seleção Normal,0,22882650,22882650,selecionada,Setor Privado,Novo PAC - Seleção,"184, de 2025",https://www.in.gov.br/web/dou/-/portaria-mcid-n-184-de-25-de-fevereiro-de-2025-617965646
S-2618,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2025,MG,POUSO ALEGRE,Sudeste,carta consulta 047/2025,Seleção Normal,0,8132000,8132000,selecionada,Setor Privado,Novo PAC - Seleção,"309, de 2025",https://www.in.gov.br/web/dou/-/portaria-mcid-n-309-de-27-de-marco-de-2025-620732340
S-2619,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2025,MG,BELO HORIZONTE,Sudeste,carta consulta 052/2025,Seleção Normal,0,7980000,7980000,selecionada,Setor Privado,Novo PAC - Seleção,"306, de 2025",https://www.in.gov.br/web/dou/-/portaria-mcid-n-306-de-27-de-marco-de-2025-620744990
S-2620,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2025,SP,BRAGANCA PAULISTA,Sudeste,carta consulta 056/2025,Seleção Normal,0,25650000,25650000,selecionada,Setor Privado,Novo PAC - Seleção,"436, de 2025",https://www.in.gov.br/web/dou/-/portaria-mcid-n-436-de-6-de-maio-de-2025-629492640
S-2621,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2025,MG,BELO HORIZONTE,Sudeste,carta consulta 060/2025,Seleção Normal,0,23750000,23750000,selecionada,Setor Privado,Novo PAC - Seleção,"450, de 2025",https://www.in.gov.br/web/dou/-/portaria-mcid-n-450-de-9-de-maio-de-2025-629489919
S-2622,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2025,SP,OSASCO,Sudeste,carta consulta 064/2025,Seleção Normal,0,85500000,85500000,selecionada,Setor Privado,Novo PAC - Seleção,"452, de 2025",https://www.in.gov.br/web/dou/-/portaria-mcid-n-452-de-12-de-maio-de-2025-629476913
S-2623,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2025,ES,"SERRA, VITORIA, VILA VELHA E CARIACICA",Sudeste,carta consulta 068/2025,Seleção Normal,0,22800000,22800000,selecionada,Setor Privado,Novo PAC - Seleção,"481, de 2025",https://www.in.gov.br/web/dou/-/portaria-mcid-n-449-de-9-de-maio-de-2025-629490874
S-2624,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2025,MG,BELO HORIZONTE,Sudeste,carta consulta 072/2025,Seleção Normal,0,16150000,16150000,selecionada,Setor Privado,Novo PAC - Seleção,"480, de 2025",https://www.in.gov.br/web/dou/-/portaria-mcid-n-480-de-19-de-maio-de-2025-632516585
S-2625,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2025,RR,BOA VISTA,Norte,carta consulta 076/2025,Seleção Normal,0,12226500,12226500,selecionada,Setor Privado,Novo PAC - Seleção,"536, de 2025",https://www.in.gov.br/web/dou/-/portaria-mcid-n-536-de-29-de-maio-de-2025-633385086
S-2626,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2025,PR,CURITIBA,Sul,carta consulta 080/2025,Seleção Normal,0,49280467.2,49280467.2,selecionada,Setor Privado,Novo PAC - Seleção,"565, de 2025",https://www.in.gov.br/web/dou/-/portaria-mcid-n-565-de-11-de-junho-de-2025-635987388
S-2627,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2025,MG,BELO HORIZONTE,Sudeste,carta consulta 074/2025,Seleção Normal,0,16150000,16150000,selecionada,Setor Privado,Novo PAC - Seleção,"479, de 2025",https://www.in.gov.br/web/dou/-/portaria-mcid-n-479-de-19-de-maio-de-2025-632513635
S-2628,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2025,GO,ABADIA DE GOIAS; ARAGOIANIA; APARECIDA DE GOIANIA; GOIANIA; HIDROLANDIA,Centro-Oeste,carta consulta 088/2025,Seleção Normal,0,112765000,112765000,selecionada,Setor Privado,Novo PAC - Seleção,"684, de 2025",https://www.in.gov.br/web/dou/-/portaria-mcid-n-684-de-8-de-julho-de-2025-641591753
S-2629,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2025,MG,BELO HORIZONTE,Sudeste,carta consulta 091/2025,Seleção Normal,0,4770900,4770900,selecionada,Setor Privado,Novo PAC - Seleção,"675, de 2025",https://www.in.gov.br/web/dou/-/portaria-mcid-n-675-de-8-de-julho-de-2025-641576242
S-2630,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2025,SC,CONCORDIA,Sul,carta consulta 095/2025,Seleção Normal,0,4750000,4750000,selecionada,Setor Privado,Novo PAC - Seleção,"673, de 2025",https://www.in.gov.br/web/dou/-/portaria-mcid-n-673-de-8-de-julho-de-2025-641515775
S-2631,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2025,RJ,NITEROI E RIO DE JANEIRO,Sudeste,carta consulta 100/2025,Seleção Normal,0,9500000,9500000,selecionada,Setor Privado,Novo PAC - Seleção,"868, de 2025",https://www.in.gov.br/web/dou/-/portaria-mcid-n-868-de-30-de-julho-de-2025-645584134
S-2632,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2025,BA,ILHEUS,Nordeste,carta consulta 104/2025,Seleção Normal,0,14667050,14667050,selecionada,Setor Privado,Novo PAC - Seleção,"971, de 2025",https://www.in.gov.br/web/dou/-/portaria-mcid-n-971-de-27-de-agosto-de-2025-651969658
S-2633,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2025,RJ,NITEROI E SAO GONCALO,Sudeste,carta consulta 109/2025,Seleção Normal,0,9500000,9500000,selecionada,Setor Privado,Novo PAC - Seleção,"939, de 2025",https://www.in.gov.br/web/dou/-/portaria-mcid-n-939-de-25-de-agosto-de-2025-651090929
S-2634,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2025,RJ,"SAO GONCALO, ITABORAI, RIO BONITO, CACHOEIRAS DE MACACU, TANGUA, RIO DE JANEIRO, SAQUAREMA, NITEROI, SILVA JARDIM E MARICA",Sudeste,carta consulta 114/2025,Seleção Normal,0,87400000,87400000,selecionada,Setor Privado,Novo PAC - Seleção,"945, de 2025",https://www.in.gov.br/web/dou/-/portaria-mcid-n-945-de-25-de-agosto-de-2025-651083081
S-2635,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2025,RJ,SAO GONCALO E NITEROI,Sudeste,carta consulta 118/2025,Seleção Normal,0,26220000,26220000,selecionada,Setor Privado,Novo PAC - Seleção,"941, de 2025",https://www.in.gov.br/web/dou/-/portaria-mcid-n-941-de-25-de-agosto-de-2025-651088793
S-2636,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2025,MG,BELO HORIZONTE,Sudeste,carta consulta 139/2025,Seleção Normal,0,15428000,15428000,selecionada,Setor Privado,Novo PAC - Seleção,"1.061, de 2025",https://www.in.gov.br/web/dou/-/portaria-mcid-n-1.061-de-12-de-setembro-de-2025-656573570
S-2637,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2025,PE,"RECIFE, CAMARAGIBE E SAO LOURENCO DA MATA",Nordeste,carta consulta 122/2025,Seleção Normal,0,32338000,32338000,selecionada,Setor Privado,Novo PAC - Seleção,"947, de 2025",https://www.in.gov.br/web/dou/-/portaria-mcid-n-947-de-25-de-agosto-de-2025-651081115
S-2638,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2025,RJ,RIO DE JANEIRO,Sudeste,﻿carta consulta 033/2025,Seleção Normal,0,11635600,11635600,selecionada,Setor Privado,Novo PAC - Seleção,"188, de 2025",https://www.in.gov.br/web/dou/-/portaria-mcid-n-187-de-25-de-fevereiro-de-2025-617982852
S-2639,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2025,PB,"JOAO PESSOA, CONDE E CABEDELO",Nordeste,carta consulta 037/2025,Seleção Normal,0,23516300,23516300,selecionada,Setor Privado,Novo PAC - Seleção,"182, de 2025",https://www.in.gov.br/web/dou/-/portaria-mcid-n-182-de-25-de-fevereiro-de-2025-617972293
S-2640,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2025,BA,SAO FRANCISCO DO CONDE,Nordeste,carta consulta 041/2025,Seleção Normal,0,15295000,15295000,selecionada,Setor Privado,Novo PAC - Seleção,"178, de 2025",https://www.in.gov.br/web/dou/-/portaria-mcid-n-178-de-25-de-fevereiro-de-2025-619295952
S-2641,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2025,ES,"CARIACICA, FUNDAO, GUARAPARI, SERRA, VIANA, VILA VELHA, VITORIA",Sudeste,carta consulta 046/2025,Seleção Normal,0,32300000,32300000,selecionada,Setor Privado,Novo PAC - Seleção,"315, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-315-de-27-marco-de-2025-620701500
S-2642,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2025,SP,ITAQUAQUECETUBA,Sudeste,carta consulta 051/2025,Seleção Normal,0,22800000,22800000,selecionada,Setor Privado,Novo PAC - Seleção,"310, de 2025",https://www.in.gov.br/web/dou/-/portaria-mcid-n-310-de-27-de-marco-de-2025-620697078
S-2643,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2025,PB,CAMPINA GRANDE,Nordeste,carta consulta 055/2025,Seleção Normal,0,13433000,13433000,selecionada,Setor Privado,Novo PAC - Seleção,"395, de 2025",https://www.in.gov.br/web/dou/-/portaria-mcid-n-395-de-17-de-abril-de-2025-626055013
S-2644,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2025,SE,"ARACAJU, NOSSA SENHORA DO SOCORRO E BARRA DOS COQUEIROS",Nordeste,carta consulta 071/2025,Seleção Normal,0,192432000,192432000,selecionada,Setor Privado,Novo PAC - Seleção,"484, de 2025",https://www.in.gov.br/web/dou/-/portaria-mcid-n-484-de-19-de-maio-de-2025-632515989
S-2645,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2025,MG,BELO HORIZONTE,Sudeste,carta consulta 059/2025,Seleção Normal,0,20282500,20282500,selecionada,Setor Privado,Novo PAC - Seleção,"448, de 2025",https://www.in.gov.br/web/dou/-/portaria-mcid-n-448-de-9-de-maio-de-2025-629499453
S-2646,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2025,SP,ITAQUAQUECETUBA,Sudeste,carta consulta 063/2025,Seleção Normal,0,22800000,22800000,selecionada,Setor Privado,Novo PAC - Seleção,"454, de 2025",https://www.in.gov.br/web/dou/-/portaria-mcid-n-454-de-12-de-maio-de-2025-631040239
S-2647,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2025,SP,CAIEIRAS,Sudeste,carta consulta 067/2025,Seleção Normal,0,17100000,17100000,selecionada,Setor Privado,Novo PAC - Seleção,"449, de 2025",https://www.in.gov.br/web/dou/-/portaria-mcid-n-449-de-9-de-maio-de-2025-629490874
S-2648,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2025,MG,BELO HORIZONTE,Sudeste,carta consulta 070/2025,Seleção Normal,0,11827500,11827500,selecionada,Setor Privado,Novo PAC - Seleção,"485, de 2025",https://www.in.gov.br/web/dou/-/portaria-mcid-n-485-de-19-de-maio-de-2025-632516109
S-2649,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2025,RJ,"CABO FRIO, ARMACAO DOS BUZIOS, UNAMAR, MACAE, RIO BONITO, BARRA DE SAO JOAO, IMBOASSICA, SANA, CASIMIRO DE ABREU, QUISSAMA, FAROL DE SAO TOME, CAMPOS, CARAPEBUS, PARQUE DE TUBOS",Sudeste,carta consulta 075/2025,Seleção Normal,0,21685517,21685517,selecionada,Setor Privado,Novo PAC - Seleção,"568, de 2025",https://www.in.gov.br/web/dou/-/portaria-mcid-n-568-de-11-de-junho-de-2025-635994167
S-2650,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2025,PR,TOLEDO,Sul,carta consulta 079/2025,Seleção Normal,0,5346600,5346600,selecionada,Setor Privado,Novo PAC - Seleção,"569, de 2025",https://www.in.gov.br/web/dou/-/portaria-mcid-n-569-de-11-de-junho-de-2025-636016281
S-2651,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2025,SP,GUARULHOS E SAO PAULO,Sudeste,carta consulta 083/2025,Seleção Normal,0,47500000,47500000,selecionada,Setor Privado,Novo PAC - Seleção,"580, de 2025",https://www.in.gov.br/web/dou/-/portaria-mcid-n-580-de-12-de-junho-de-2025-636865509
S-2652,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2025,SP,MAUA,Sudeste,carta consulta 087/2025,Seleção Normal,0,71550000,71550000,selecionada,Setor Privado,Novo PAC - Seleção,"668, de 2025",https://www.in.gov.br/web/dou/-/portaria-mcid-n-668-de-7-de-julho-de-2025-641537016
S-2653,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2025,AM,MANAUS,Norte,carta consulta 090/2025,Seleção Normal,0,19754300,19754300,selecionada,Setor Privado,Novo PAC - Seleção,"669, de 2025",https://www.in.gov.br/web/dou/-/portaria-mcid-n-669-de-7-de-julho-de-2025-641587749
S-2654,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2025,PR,PARANAGUA,Sul,carta consulta 094/2025,Seleção Normal,0,49507418.4,49507418.4,selecionada,Setor Privado,Novo PAC - Seleção,"676, de 2025",https://www.in.gov.br/web/dou/-/portaria-mcid-n-676-de-8-de-julho-de-2025-641590231
S-2655,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2025,MG,IBIRITE,Sudeste,carta consulta 098/2025,Seleção Normal,0,9690000,9690000,selecionada,Setor Privado,Novo PAC - Seleção,"839, de 2025",https://www.in.gov.br/web/dou/-/portaria-mcid-n-839-de-28-de-julho-de-2025-645270769
S-2656,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2025,MG,CATAGUASES,Sudeste,carta consulta 103/2025,Seleção Normal,0,6935000,6935000,selecionada,Setor Privado,Novo PAC - Seleção,"878, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-878-de-1-de-agosto-de-2025-646735108
S-2657,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2025,PR,QUATRO BARRAS E CAMPINA GRANDE DO SUL,Sul,carta consulta 110/2025,Seleção Normal,0,5244000,5244000,selecionada,Setor Privado,Novo PAC - Seleção,"944, de 2025",https://www.in.gov.br/web/dou/-/portaria-mcid-n-944-de-25-de-agosto-de-2025-651095864
S-2658,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2025,RJ,NITEROI,Sudeste,carta consulta 113/2025,Seleção Normal,0,9500000,9500000,selecionada,Setor Privado,Novo PAC - Seleção,"946, de 2025",https://www.in.gov.br/web/dou/-/portaria-mcid-n-946-de-25-de-agosto-de-2025-651089990
S-2659,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2025,RJ,"SAO GONCALO, NITEROI E RIO DE JANEIRO",Sudeste,carta consulta 117/2025,Seleção Normal,0,52440000,52440000,selecionada,Setor Privado,Novo PAC - Seleção,"951, de 2025",https://www.in.gov.br/web/dou/-/portaria-mcid-n-951-de-25-de-agosto-de-2025-651087501
S-2660,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2025,MG,CONTAGEM E BELO HORIZONTE,Sudeste,carta consulta 121/2025,Seleção Normal,0,5652500,5652500,selecionada,Setor Privado,Novo PAC - Seleção,"932, de 2025",https://www.in.gov.br/web/dou/-/portaria-mcid-n-932-de-25-de-agosto-de-2025-651090952
S-2661,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2025,SP,SAO CAETANO DO SUL,Sudeste,carta consulta 066/2025,Seleção Normal,0,14999550,14999550,selecionada,Setor Privado,Novo PAC - Seleção,"451, de 2025",https://www.in.gov.br/web/dou/-/portaria-mcid-n-451-de-9-de-maio-de-2025-629494145
S-2662,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2025,ES,"CARIACICA, FUNDAO, GUARAPARI, SERRA, VIANA, VILA VELHA, VITORIA",Sudeste,carta consulta 045/2025,Seleção Normal,0,19000000,19000000,selecionada,Setor Privado,Novo PAC - Seleção,"312, de 2025",https://www.in.gov.br/web/dou/-/portaria-mcid-n-312-de-27-marco-de-2025-620734711
S-2663,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2025,PB,JOAO PESSOA,Nordeste,carta consulta 036/2025,Seleção Normal,0,14776300,14776300,selecionada,Setor Privado,Novo PAC - Seleção,"183, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-183-de-25-de-fevereiro-de-2025-617975435
S-2664,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2025,MG,NOVA LIMA,Sudeste,carta consulta 040/2025,Seleção Normal,0,15888750,15888750,selecionada,Setor Privado,Novo PAC - Seleção,"186, de 2025",https://www.in.gov.br/web/dou/-/portaria-mcid-n-186-de-25-de-fevereiro-de-2025-617972219
S-2665,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2025,MG,VICOSA,Sudeste,carta consulta 200/2025,Seleção Normal,,7618050,7618050,selecionada,Setor Privado,Novo PAC - Seleção,"1.473, de 2025",https://www.in.gov.br/web/dou/-/portaria-mcid-n-1.473-de-19-de-dezembro-de-2025-677658605
S-2666,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2025,RJ,NOVA IGUACU,Sudeste,carta consulta 044/2025,Seleção Normal,0,15371000,15371000,selecionada,Setor Privado,Novo PAC - Seleção,"220, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-220-de-7-de-marco-de-2025-617980544
S-2667,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2025,SC,JARAGUA DO SUL,Sul,carta consulta 050/2025,Seleção Normal,0,15000000,15000000,selecionada,Setor Privado,Novo PAC - Seleção,"311, de 2025",https://www.in.gov.br/web/dou/-/portaria-mcid-n-311-de-27-de-marco-de-2025-620735133
S-2668,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2025,ES,"VILA VELHA, SERRA, VITORIA, CARIACICA E GUARAPARI",Sudeste,carta consulta 054/2025,Seleção Normal,0,26600000,26600000,selecionada,Setor Privado,Novo PAC - Seleção,"394, de 2025",https://www.in.gov.br/web/dou/-/portaria-mcid-n-394-de-17-de-abril-de-2025-626051221
S-2669,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2025,AM,MANAUS,Norte,carta consulta 058/2025,Seleção Normal,0,8303000,8303000,selecionada,Setor Privado,Novo PAC - Seleção,"447, de 2025",https://www.in.gov.br/web/dou/-/portaria-mcid-n-447-de-9-de-maio-de-2025-629477363
S-2670,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2025,PB,JOAO PESSOA,Nordeste,carta consulta 062/2025,Seleção Normal,0,5300000,5300000,selecionada,Setor Privado,Novo PAC - Seleção,"455, de 2025",https://www.in.gov.br/web/dou/-/portaria-mcid-n-455-de-12-de-maio-de-2025-632506541
S-2671,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2025,RS,PORTO ALEGRE,Sul,carta consulta 078/2025,Seleção Normal,0,28500000,28500000,selecionada,Setor Privado,Novo PAC - Seleção,"571, de 2025",https://www.in.gov.br/web/dou/-/portaria-mcid-n-571-de-11-de-junho-de-2025-636014181
S-2672,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2025,DF,"NUCLEO BANDEIRANTE, PLANO PILOTO, RECANTO DAS EMAS, RIACHO FUNDO, RIACHO FUNDO II, SAMAMBAIA, TAGUATINGA E CEILANDIA",Centro-Oeste,carta consulta 082/2025,Seleção Normal,0,152807264,152807264,selecionada,Setor Privado,Novo PAC - Seleção,"582, de 2025",https://www.in.gov.br/web/dou/-/portaria-mcid-n-582-de-12-de-junho-de-2025-636862215
S-2673,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2025,MG,UBERLANDIA,Sudeste,carta consulta 086/2025,Seleção Normal,0,13559312,13559312,selecionada,Setor Privado,Novo PAC - Seleção,"586, de 2025",https://www.in.gov.br/web/dou/-/portaria-mcid-n-586-de-12-de-junho-de-2025-636854159
S-2674,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2025,RS,CAXIAS DO SUL,Sul,carta consulta 107/2025,Seleção Normal,0,9097627.5,9097627.5,selecionada,Setor Privado,Novo PAC - Seleção,"938, de 2025",https://www.in.gov.br/web/dou/-/portaria-mcid-n-938-de-25-de-agosto-de-2025-651086773
