"id","eixo","subeixo","modalidade","fonte","subfonte","ano_selecao","uf","municipio","regiao","codigo","grupo_modalidade","vlr_portaria_ogu","vlr_portaria_fin","vlr_portaria_total","status_selecao","tipo_financiamento","origem_dado","num_portaria","link_portaria"
S-696,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2026,AM,Manaus,Norte,carta consulta 205/2025,Seleção Normal,0,2154000,2154000,selecionada,Setor Privado,Novo PAC - Seleção,"78, de 2026",https://www.in.gov.br/web/dou/-/portaria-mcid-n-78-de-23-de-janeiro-de-2026-684175260
S-697,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2026,MG,Belo Horizonte,Sudeste,carta consulta 204/2025,Seleção Normal,0,13635000,13635000,selecionada,Setor Privado,Novo PAC - Seleção,"163, de 2026",https://www.in.gov.br/web/dou/-/portaria-mcid-n-163-de-20-de-fevereiro-de-2026-688406686
S-698,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2026,SP,Caieiras,Sudeste,carta consulta 05/2026,Seleção Normal,0,28200000,28200000,selecionada,Setor Privado,Novo PAC - Seleção,"170, de 2026",https://www.in.gov.br/web/dou/-/portaria-mcid-n-170-de-20-de-fevereiro-de-2026-688407562
S-699,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Contenção de Encostas,OGU,OGU,2025,SP,SANTO ANDRE,Sudeste,"56000001519/2025",Seleção Normal,16427840,0,16427840,selecionada,,Novo PAC - Seleção,"1.075, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-n-1.075-de-17-de-setembro-de-2025-657769071
S-700,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Drenagem Urbana,OGU,OGU,2025,AL,SANTANA DO IPANEMA,Nordeste,"56000002402/2025",Seleção Normal,13509051.95,0,13509051.95,selecionada,,Novo PAC - Seleção,"1.083, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-1.083-de-18-de-setembro-de-2025-657673658
S-701,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Drenagem Urbana,OGU,OGU,2025,AP,SANTANA,Norte,"56000001320/2025",Seleção Normal,11020595.39,0,11020595.39,selecionada,,Novo PAC - Seleção,"1.083, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-1.083-de-18-de-setembro-de-2025-657673658
S-702,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Drenagem Urbana,OGU,OGU,2025,BA,ESTADO DA BAHIA,Nordeste,"56000000899/2025",Seleção Normal,176469150.46,0,176469150.46,selecionada,,Novo PAC - Seleção,"1.083, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-1.083-de-18-de-setembro-de-2025-657673658
S-703,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Drenagem Urbana,OGU,OGU,2025,CE,BREJO SANTO,Nordeste,"56000001606/2025",Seleção Normal,11550000,0,11550000,selecionada,,Novo PAC - Seleção,"1.083, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-1.083-de-18-de-setembro-de-2025-657673658
S-704,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Drenagem Urbana,OGU,OGU,2025,CE,FORTALEZA,Nordeste,"56000000344/2025",Seleção Normal,103335000,0,103335000,selecionada,,Novo PAC - Seleção,"1.083, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-1.083-de-18-de-setembro-de-2025-657673658
S-705,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Drenagem Urbana,OGU,OGU,2025,ES,VIANA,Sudeste,"56000000387/2025",Seleção Normal,40701239.64,0,40701239.64,selecionada,,Novo PAC - Seleção,"1.083, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-1.083-de-18-de-setembro-de-2025-657673658
S-706,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Drenagem Urbana,OGU,OGU,2025,MA,ACAILANDIA,Nordeste,"56000000108/2025",Seleção Normal,30000000,0,30000000,selecionada,,Novo PAC - Seleção,"1.083, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-1.083-de-18-de-setembro-de-2025-657673658
S-707,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Drenagem Urbana,OGU,OGU,2025,MA,GRAJAU,Nordeste,"56000001065/2025",Seleção Normal,43088937.5,0,43088937.5,selecionada,,Novo PAC - Seleção,"1.083, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-1.083-de-18-de-setembro-de-2025-657673658
S-708,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Drenagem Urbana,OGU,OGU,2025,MG,BELO HORIZONTE,Sudeste,"56000001009/2025",Seleção Normal,62835950.39,0,62835950.39,selecionada,,Novo PAC - Seleção,"1.083, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-1.083-de-18-de-setembro-de-2025-657673658
S-709,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Drenagem Urbana,OGU,OGU,2025,MG,UBA,Sudeste,"56000001313/2025",Seleção Normal,64731781.33,0,64731781.33,selecionada,,Novo PAC - Seleção,"1.083, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-1.083-de-18-de-setembro-de-2025-657673658
S-710,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Drenagem Urbana,OGU,OGU,2025,PA,ESTADO DO PARA,Norte,"56000000902/2025",Seleção Normal,107000000,0,107000000,selecionada,,Novo PAC - Seleção,"1.083, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-1.083-de-18-de-setembro-de-2025-657673658
S-711,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Drenagem Urbana,OGU,OGU,2025,PA,BELEM,Norte,"56000000687/2025",Seleção Normal,92435817.49,0,92435817.49,selecionada,,Novo PAC - Seleção,"1.083, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-1.083-de-18-de-setembro-de-2025-657673658
S-712,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Drenagem Urbana,OGU,OGU,2025,PA,CAPITAO POCO,Norte,"56000000790/2025",Seleção Normal,10000000,0,10000000,selecionada,,Novo PAC - Seleção,"1.083, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-1.083-de-18-de-setembro-de-2025-657673658
S-713,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Drenagem Urbana,OGU,OGU,2025,PA,JACUNDA,Norte,"56000000479/2025",Seleção Normal,12264522.38,0,12264522.38,selecionada,,Novo PAC - Seleção,"1.083, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-1.083-de-18-de-setembro-de-2025-657673658
S-714,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Drenagem Urbana,OGU,OGU,2025,PA,NOVO PROGRESSO,Norte,"56000000566/2025",Seleção Normal,11859006.34,0,11859006.34,selecionada,,Novo PAC - Seleção,"1.083, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-1.083-de-18-de-setembro-de-2025-657673658
S-715,Água Para Todos,Abastecimento de Água,Abastecimento de Água - Urbano,OGU,OGU,2024,MA,SAO LUIS,Nordeste,GOV03,Governadores,493000000,0,493000000,selecionada,,Novo PAC - Seleção,NA,
S-716,Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,Esgotamento Sanitário,OGU,OGU,2024,AL,JEQUIA DA PRAIA,Nordeste,"56000002976/2023",Seleção Normal,18765896.23,0,18765896.23,selecionada,,Novo PAC - Seleção,"769, de 2024",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-769-de-26-de-julho-de-2024-574546917
S-717,Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,Esgotamento Sanitário,OGU,OGU,2024,ES,JOAO NEIVA,Sudeste,"56000003136/2023",Seleção Normal,530764.15,0,530764.15,selecionada,,Novo PAC - Seleção,"769, de 2024",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-769-de-26-de-julho-de-2024-574546917
S-718,Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,Esgotamento Sanitário,OGU,OGU,2024,SC,LUZERNA,Sul,"56000003350/2023",Seleção Normal,1251526.41,0,1251526.41,selecionada,,Novo PAC - Seleção,"769, de 2024",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-769-de-26-de-julho-de-2024-574546917
S-719,Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,Esgotamento Sanitário,OGU,OGU,2024,PA,MUANA,Norte,"56000003412/2023",Seleção Normal,6798335.5,0,6798335.5,selecionada,,Novo PAC - Seleção,"769, de 2024",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-769-de-26-de-julho-de-2024-574546917
S-720,Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,Esgotamento Sanitário,OGU,OGU,2024,PA,PICARRA,Norte,"56000003454/2023",Seleção Normal,7430000,0,7430000,selecionada,,Novo PAC - Seleção,"769, de 2024",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-769-de-26-de-julho-de-2024-574546917
S-721,Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,Esgotamento Sanitário,OGU,OGU,2024,PA,CACHOEIRA DO ARARI,Norte,"56000003529/2023",Seleção Normal,3327447.2,0,3327447.2,selecionada,,Novo PAC - Seleção,"769, de 2024",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-769-de-26-de-julho-de-2024-574546917
S-722,Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,Esgotamento Sanitário,OGU,OGU,2024,MA,NOVA OLINDA DO MARANHAO,Nordeste,"56000003625/2023",Seleção Normal,45823933.77,0,45823933.77,selecionada,,Novo PAC - Seleção,"769, de 2024",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-769-de-26-de-julho-de-2024-574546917
S-723,Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,Esgotamento Sanitário,OGU,OGU,2024,CE,ICAPUI,Nordeste,"56000003706/2023",Seleção Normal,28724171.01,0,28724171.01,selecionada,,Novo PAC - Seleção,"769, de 2024",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-769-de-26-de-julho-de-2024-574546917
S-724,Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,Esgotamento Sanitário,OGU,OGU,2024,SC,OURO,Sul,"56000003985/2023",Seleção Normal,8174944.68,0,8174944.68,selecionada,,Novo PAC - Seleção,"769, de 2024",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-769-de-26-de-julho-de-2024-574546917
S-725,Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,Esgotamento Sanitário,OGU,OGU,2024,AC,RIO BRANCO,Norte,"56000004318/2023",Seleção Normal,1095800.51,0,1095800.51,selecionada,,Novo PAC - Seleção,"769, de 2024",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-769-de-26-de-julho-de-2024-574546917
S-726,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2026,PR,Toledo,Sul,carta consulta 199/2025,Seleção Normal,0,15766516,15766516,selecionada,Setor Privado,Novo PAC - Seleção,"75, de 2026",https://www.in.gov.br/web/dou/-/portaria-mcid-n-75-de-23-de-janeiro-de-2026-684169623
S-727,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2026,SP,São José do Rio Preto,Sudeste,carta consulta 202/2025,Seleção Normal,0,24000000,24000000,selecionada,Setor Privado,Novo PAC - Seleção,"166, de 2026",https://www.in.gov.br/web/dou/-/portaria-mcid-n-166-de-20-de-fevereiro-de-2026-688417439
S-728,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2026,PR,"Curitiba, Colombo e Bocaiuva do Sul",Sul,carta consulta 04/2026,Seleção Normal,0,46423564,46423564,selecionada,Setor Privado,Novo PAC - Seleção,"168, de 2026",https://www.in.gov.br/web/dou/-/portaria-mcid-n-168-de-20-de-fevereiro-de-2026-688408409
S-729,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Drenagem Urbana,OGU,OGU,2025,BA,CAMACARI,Nordeste,"56000001300/2025",Seleção Normal,125000000,0,125000000,selecionada,,Novo PAC - Seleção,"1.083, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-1.083-de-18-de-setembro-de-2025-657673658
S-730,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Drenagem Urbana,OGU,OGU,2025,AM,COARI,Norte,"56000001752/2025",Seleção Normal,10000000,0,10000000,selecionada,,Novo PAC - Seleção,"1.083, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-1.083-de-18-de-setembro-de-2025-657673658
S-731,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Drenagem Urbana,OGU,OGU,2025,AP,MACAPA,Norte,"56000001322/2025",Seleção Normal,30000000,0,30000000,selecionada,,Novo PAC - Seleção,"1.083, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-1.083-de-18-de-setembro-de-2025-657673658
S-732,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Drenagem Urbana,OGU,OGU,2025,BA,JACOBINA,Nordeste,"56000000412/2025",Seleção Normal,49131424.01,0,49131424.01,selecionada,,Novo PAC - Seleção,"1.083, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-1.083-de-18-de-setembro-de-2025-657673658
S-733,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Drenagem Urbana,OGU,OGU,2025,PA,SAO DOMINGOS DO CAPIM,Norte,"56000000761/2025",Seleção Normal,10000000,0,10000000,selecionada,,Novo PAC - Seleção,"1.083, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-1.083-de-18-de-setembro-de-2025-657673658
S-734,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Drenagem Urbana,OGU,OGU,2025,PA,XINGUARA,Norte,"56000001741/2025",Seleção Normal,14000000,0,14000000,selecionada,,Novo PAC - Seleção,"1.083, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-1.083-de-18-de-setembro-de-2025-657673658
S-735,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Drenagem Urbana,OGU,OGU,2025,PE,ESTADO DE PERNAMBUCO,Nordeste,"56000001383/2025",Seleção Normal,44407000,0,44407000,selecionada,,Novo PAC - Seleção,"1.083, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-1.083-de-18-de-setembro-de-2025-657673658
S-736,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Drenagem Urbana,OGU,OGU,2025,PE,SERRA TALHADA,Nordeste,"56000002424/2025",Seleção Normal,28168741.24,0,28168741.24,selecionada,,Novo PAC - Seleção,"1.083, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-1.083-de-18-de-setembro-de-2025-657673658
S-737,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Drenagem Urbana,OGU,OGU,2025,PI,SAO RAIMUNDO NONATO,Nordeste,"56000001920/2025",Seleção Normal,47000000,0,47000000,selecionada,,Novo PAC - Seleção,"1.083, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-1.083-de-18-de-setembro-de-2025-657673658
S-738,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Drenagem Urbana,OGU,OGU,2025,RJ,BELFORD ROXO,Sudeste,"56000000543/2025",Seleção Normal,30000000,0,30000000,selecionada,,Novo PAC - Seleção,"1.083, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-1.083-de-18-de-setembro-de-2025-657673658
S-739,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Drenagem Urbana,OGU,OGU,2025,RJ,RIO DAS OSTRAS,Sudeste,"56000002134/2025",Seleção Normal,22706886.53,0,22706886.53,selecionada,,Novo PAC - Seleção,"1.083, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-1.083-de-18-de-setembro-de-2025-657673658
S-740,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Drenagem Urbana,OGU,OGU,2025,RN,NATAL,Nordeste,"56000000216/2025",Seleção Normal,90000000,0,90000000,selecionada,,Novo PAC - Seleção,"1.083, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-1.083-de-18-de-setembro-de-2025-657673658
S-741,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Drenagem Urbana,OGU,OGU,2025,RS,CRUZEIRO DO SUL,Sul,"56000000223/2025",Seleção Normal,12242563.78,0,12242563.78,selecionada,,Novo PAC - Seleção,"1.083, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-1.083-de-18-de-setembro-de-2025-657673658
S-742,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Drenagem Urbana,OGU,OGU,2025,RS,PELOTAS,Sul,"56000001813/2025",Seleção Normal,23936635.67,0,23936635.67,selecionada,,Novo PAC - Seleção,"1.083, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-1.083-de-18-de-setembro-de-2025-657673658
S-743,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Drenagem Urbana,OGU,OGU,2025,RS,RIO GRANDE,Sul,"56000002363/2025",Seleção Normal,42430169.21,0,42430169.21,selecionada,,Novo PAC - Seleção,"1.083, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-1.083-de-18-de-setembro-de-2025-657673658
S-744,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Drenagem Urbana,OGU,OGU,2025,SC,FLORIANOPOLIS,Sul,"56000001845/2025",Seleção Normal,19238500.14,0,19238500.14,selecionada,,Novo PAC - Seleção,"1.083, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-1.083-de-18-de-setembro-de-2025-657673658
S-745,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Drenagem Urbana,OGU,OGU,2025,SP,APIAI,Sudeste,"56000000352/2025",Seleção Normal,31190399.33,0,31190399.33,selecionada,,Novo PAC - Seleção,"1.083, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-1.083-de-18-de-setembro-de-2025-657673658
S-746,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Drenagem Urbana,OGU,OGU,2025,SP,DIADEMA,Sudeste,"56000001498/2025",Seleção Normal,13752691.07,0,13752691.07,selecionada,,Novo PAC - Seleção,"1.083, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-1.083-de-18-de-setembro-de-2025-657673658
S-747,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Drenagem Urbana,OGU,OGU,2025,SP,JACAREI,Sudeste,"56000001547/2025",Seleção Normal,21204792.02,0,21204792.02,selecionada,,Novo PAC - Seleção,"1.083, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-1.083-de-18-de-setembro-de-2025-657673658
S-748,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Drenagem Urbana,OGU,OGU,2025,SP,SAO CARLOS,Sudeste,"56000001439/2025",Seleção Normal,10225198.74,0,10225198.74,selecionada,,Novo PAC - Seleção,"1.083, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-1.083-de-18-de-setembro-de-2025-657673658
S-749,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Contenção de Encostas,OGU,OGU,2025,AL,CORURIPE,Nordeste,"56000000221/2025",Seleção Normal,4044629.7,0,4044629.7,selecionada,,Novo PAC - Seleção,"1.075, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-n-1.075-de-17-de-setembro-de-2025-657769071
S-750,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Contenção de Encostas,OGU,OGU,2025,BA,SALVADOR,Nordeste,"56000000359/2025",Seleção Normal,59251888.43,0,59251888.43,selecionada,,Novo PAC - Seleção,"1.075, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-n-1.075-de-17-de-setembro-de-2025-657769071
S-751,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Contenção de Encostas,OGU,OGU,2025,BA,IBICARAI,Nordeste,"56000001873/2025",Seleção Normal,563340.28,0,563340.28,selecionada,,Novo PAC - Seleção,"1.075, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-n-1.075-de-17-de-setembro-de-2025-657769071
S-752,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Contenção de Encostas,OGU,OGU,2025,BA,SALVADOR,Nordeste,"56000001978/2025",Seleção Normal,46443482.12,0,46443482.12,selecionada,,Novo PAC - Seleção,"1.075, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-n-1.075-de-17-de-setembro-de-2025-657769071
S-753,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Drenagem Urbana,OGU,OGU,2025,CE,CAUCAIA,Nordeste,"56000000769/2025",Seleção Normal,85615302.76,0,85615302.76,selecionada,,Novo PAC - Seleção,"1.083, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-1.083-de-18-de-setembro-de-2025-657673658
S-754,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Drenagem Urbana,OGU,OGU,2025,CE,JUAZEIRO DO NORTE,Nordeste,"56000000272/2025",Seleção Normal,13034723.05,0,13034723.05,selecionada,,Novo PAC - Seleção,"1.083, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-1.083-de-18-de-setembro-de-2025-657673658
S-755,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Drenagem Urbana,OGU,OGU,2025,ES,VILA VELHA,Sudeste,"56000002234/2025",Seleção Normal,50400000,0,50400000,selecionada,,Novo PAC - Seleção,"1.083, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-1.083-de-18-de-setembro-de-2025-657673658
S-756,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Drenagem Urbana,OGU,OGU,2025,MA,ARAME,Nordeste,"56000000334/2025",Seleção Normal,29658154.2,0,29658154.2,selecionada,,Novo PAC - Seleção,"1.083, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-1.083-de-18-de-setembro-de-2025-657673658
S-757,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Drenagem Urbana,OGU,OGU,2025,MA,IMPERATRIZ,Nordeste,"56000000823/2025",Seleção Normal,19800000,0,19800000,selecionada,,Novo PAC - Seleção,"1.083, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-1.083-de-18-de-setembro-de-2025-657673658
S-758,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Drenagem Urbana,OGU,OGU,2025,MG,CONTAGEM,Sudeste,"56000000433/2025",Seleção Normal,80231383.47,0,80231383.47,selecionada,,Novo PAC - Seleção,"1.083, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-1.083-de-18-de-setembro-de-2025-657673658
S-759,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Drenagem Urbana,OGU,OGU,2025,MS,TRES LAGOAS,Centro-Oeste,"56000001642/2025",Seleção Normal,25137265.06,0,25137265.06,selecionada,,Novo PAC - Seleção,"1.083, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-1.083-de-18-de-setembro-de-2025-657673658
S-760,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Drenagem Urbana,OGU,OGU,2025,PA,ACARA,Norte,"56000001350/2025",Seleção Normal,10000000,0,10000000,selecionada,,Novo PAC - Seleção,"1.083, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-1.083-de-18-de-setembro-de-2025-657673658
S-761,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Drenagem Urbana,OGU,OGU,2025,PA,BENEVIDES,Norte,"56000007789/2025",Seleção Normal,30000000,0,30000000,selecionada,,Novo PAC - Seleção,"1.083, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-1.083-de-18-de-setembro-de-2025-657673658
S-762,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Drenagem Urbana,OGU,OGU,2025,PA,CASTANHAL,Norte,"56000000024/2025",Seleção Normal,35000000,0,35000000,selecionada,,Novo PAC - Seleção,"1.083, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-1.083-de-18-de-setembro-de-2025-657673658
S-763,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Drenagem Urbana,OGU,OGU,2025,PA,MARITUBA,Norte,"56000000883/2025",Seleção Normal,28429928.09,0,28429928.09,selecionada,,Novo PAC - Seleção,"1.083, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-1.083-de-18-de-setembro-de-2025-657673658
S-764,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Drenagem Urbana,OGU,OGU,2025,PA,OBIDOS,Norte,"56000000179/2025",Seleção Normal,15000000,0,15000000,selecionada,,Novo PAC - Seleção,"1.083, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-1.083-de-18-de-setembro-de-2025-657673658
S-765,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Drenagem Urbana,OGU,OGU,2025,PA,ULIANOPOLIS,Norte,"56000001675/2025",Seleção Normal,14936737.24,0,14936737.24,selecionada,,Novo PAC - Seleção,"1.083, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-1.083-de-18-de-setembro-de-2025-657673658
S-766,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Drenagem Urbana,OGU,OGU,2025,PB,CABEDELO,Nordeste,"56000000912/2025",Seleção Normal,27516671.62,0,27516671.62,selecionada,,Novo PAC - Seleção,"1.083, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-1.083-de-18-de-setembro-de-2025-657673658
S-767,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Drenagem Urbana,OGU,OGU,2025,PE,FLORESTA,Nordeste,"56000002133/2025",Seleção Normal,12524047.76,0,12524047.76,selecionada,,Novo PAC - Seleção,"1.083, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-1.083-de-18-de-setembro-de-2025-657673658
S-768,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Drenagem Urbana,OGU,OGU,2025,PE,VITORIA DE SANTO ANTAO,Nordeste,"56000002265/2025",Seleção Normal,38894019.16,0,38894019.16,selecionada,,Novo PAC - Seleção,"1.083, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-1.083-de-18-de-setembro-de-2025-657673658
S-769,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Drenagem Urbana,OGU,OGU,2025,PR,ALMIRANTE TAMANDARE,Sul,"56000001948/2025",Seleção Normal,79374468.95,0,79374468.95,selecionada,,Novo PAC - Seleção,"1.083, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-1.083-de-18-de-setembro-de-2025-657673658
S-770,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Drenagem Urbana,OGU,OGU,2025,RJ,CAMBUCI,Sudeste,"56000000449/2025",Seleção Normal,15700000,0,15700000,selecionada,,Novo PAC - Seleção,"1.083, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-1.083-de-18-de-setembro-de-2025-657673658
S-771,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Drenagem Urbana,OGU,OGU,2025,RJ,SANTO ANTONIO DE PADUA,Sudeste,"56000000908/2025",Seleção Normal,11000000,0,11000000,selecionada,,Novo PAC - Seleção,"1.083, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-1.083-de-18-de-setembro-de-2025-657673658
